Text,Labels
"মানব সভ্যতার ক্যান্সার হলো ইসলাম ।এর সঠিক ওষুধ এখন ও নেই ।তাই অ্যাম্পিউটেশন আর রেডিয়েশন ই ভরসা । সেটাই চলবে দেশে দেশে জিহাদিদের বিরুদ্ধে,যতদিন চলবে ওদের জিহাদ ।",0
ইসলাম ধর্ম অবল্বিরা যা করছে এইটা ওদের ধ্বংসের পথ।,0
এই ইসলাম পৃথিবীতে যতদিন থাকবে ততদিন পৃথিবীতে শান্তি থাকবে না ৷ তবে এর শেষ কোথায় এটা শেষ কবে হবে৷,0
ইসলামের মতাদর্শ গুলো খুব কুৎসিত । এগুলো সাধারণ মানবিয় ভাবধারার বিপরীত ।মুসলমানরা নিজেদের মধ্যে লড়াই করেই একদিন শেষ হয়ে যাবে ।,1
ইসলাম থেকে হিংস্র এসেছে। একদিন ধংস হবে।,1
ইসলাম হলো আতংকবাদী ধর্ম,1
হিন্দু ধর্ম কি?ব্যভিচার এবং চিত্তবিনোদন পূর্ণ।আপনি কি বলেন?,0
কোরান ও ইসলাম মুহাম্মদ ও খলিফা দ্বারা সৃষ্টি। তাই এর কারণ।,0
"ইসলাম কোনো ধর্ম,ওটা জঙ্গি সংগঠন।",1
ইসলামের মুখোশ খুলে কুৎসিত বীভৎস চেহারাটা বের হচ্ছে দেখে মুমিন রা আর্তনাদ শুরু করেছে। সত‍্যকে স্বীকার না করতে পারাই তো ইসলামিক ধূর্তামী।,1
ভাই কোরান ও ইসলাম মুহাম্মদ ও খলিফা দ্বারা সৃষ্টি। যা ৬০৯ সাল থেকে ৬৩২ সালের মধ্যে সৃষ্টি। যার মধ্যে আছে ১১৪ সুরা ও ৬৬৬৬ টি আয়াত। ইসলাম সে বানানো ধর্ম তা কোরান ও বাস্তব এর সাথে মিলালে দেখা যায়।,0
"অনেক কিচ্ছু পেয়েছি, যা বাস্তব এর সাথে অনেক কিছু মিল না। এবং এটা আয়াত আছে যদি আপনি বুঝে পড়েন তাহলে বুঝবেন কোরান মুহাম্মদ দ্বারা(খলিফা ) সৃষ্টি।",0
ইসলাম হচ্ছে বিশ্ব বাজারে আরব মতাদর্শ প্রচারের রাজনীতি এটা কোনো ধর্ম বলে মনে হই না।,0
"মূর্তি তো মূর্তিই,,, পুতুল,, পাপেট,,,, নিজেরা বানায় নিজেরা পূজা করে,,, ভগবান রে নিজেরা বানায়,,,, হাহাহা,,, হাস্যকর ধর্ম,,,, ৩৩ কোটি ভগবান",0
"যেটা দেখে হিন্দু রা এটাই ভগবান,,,, পাথর, শয়তান মূর্তি,,,, মরার পর ছবি লাগায়া সেটাই ভগবান, ঠাকুর,,,,, কি যে গাঁজাখুরী আলাপ",0
"মুসলিমদের মতে আল্লা সর্ব শক্তিমান, কিন্তু প্রশ্ন হলো পৃথিবীর ৭০০ কোটি মানুষ কে কি মুসলিম করার ক্ষমতা ছিলো না?",0
আল্লা যদি এতই মহান হতো তবে কাফিরদের প্রতি এতো ঘৃণা থাকতো না আর এটাও বলতো না যে আমার ইচ্ছাতে সব কিছুই হয় আমি যাকে ইচ্ছে করি অপমান করতে পারি যাকে ইচ্ছে সম্মানিত করতে পারি। কিন্তু বাস্তবে বেশির ভাগ লোকই নিজের ইচ্ছাতে কাজ করে আর নিজের কর্মের মাধ্যমে সম্মান অর্জন করে।,0
সনাতন ধর্ম আজ এতোই অসহায় অবস্থা যে সেই ধর্মের প্রচার করতে সনাতন হিন্দুদের মিথ্যার আশ্রয় নিতে হয়। কারণ সনাতন ধর্ম মিথ্যা ধর্ম,0
"এটাই তো মুসলমানের সংস্কৃতি। মারদাঙ্গা হানাহানি কাটাকাটি, অবাধ যৌনতা ছাড়া আর কিছুই ।",1
ইসলাম থেকে নিকৃষ্ট ধর্ম কি আর আছে?,1
ইসলাম মুহাম্মদ এর তৈরি ধর্ম।,0
জান্নাত একটা বেশ্যালয়! google a গিয়ে search করে দেখতে পারো হিন্দু ভাইরাREPLY,2
চলুন আমরা সবাই মিলে মরহুম আল্লার মাগফিরাত কামনা করি। মহান আল্লা রাব্বুল আলামীনের কুলখানি হবে। আপনারা সবাই থাকবেন খাবার দাবারের ব্যবস্থা হবে।মরহুম আল্লার জন্য দোয়া হবে।,0
ইসলাম যে একটি সন্ত্রাসবাদী সংগঠন তা না হয় বুঝলাম । সন্ত্রাসসৃষ্টিকারী সমস্ত বৈশিষ্ট্যগুলি তাতে রয়েছে ।যেমন থাকে একটি অসামাজিক ডাকাত দলের । তবে সেগুলি অলিখিত । আর ইসলামে তা সুস্পষ্ট এবং লিখত ।,0
"সব দিক থেকে বিচার করে দেখলে ইসলাম একটি সন্ত্রাসবাদী দল ভিন্ন অন্য কিছুই নয়। কারণ সেখানে মানবিকতা,ভ্রাতৃত্ববোধ,দয়া মায়া ইত্যাদি যা আছে তা ইসলামেই সীমাবদ্ধ ।পক্ষান্তরে সেখানে দেখা যাচ্ছে ডাকাত দলের চেয়ে ও ভয়ংকর হিংস্রতা ।অমুসলিম হলে তাদের হত্যা করে তাদের নারী ও সম্পত্তি লুণ্ঠন করে ভোগ কর । তাদের দেশ দখল কর ।",1
"তোর মুসলমান জাতি যে একটি বর্বর জাতি তা প্রমাণিত হয়ে গেছে । ধর্ষণ,খুন, লুণ্ঠন এসব ছাড়া মুসলমান জাতির আর কোন কৃতিত্ব ই নেই । আর হিন্দু জাতির অবদান বর্বর মুসলমানদের বুঝবার ক্ষমতা নেই । এক কথায় মানব সভ্যতার ভিত্তি গড়ে উঠেছে হিন্দুদের আবিষ্কারের উপর ।",1
ইসলাম কোন ধর্মের নাম হতে পারে না। এটার নাম হবে মোহাম্মদ‌ইজম।,1
"ইসলাম একটি ডাকাত দল ভিন্ন অন্য কিছু ই নয়। পার্থক্য,ডাকাতরা একটি সীমিত ভূখণ্ডে তাদের কাজ চালায় ।আর ইসলাম গোটা দুনিয়া জুড়ে তাদের কাজ চালাচ্ছে ।এবং এটা চলবে যতদিন না গোটা পৃথিবী জুড়ে খিলাফত অর্থাত্ ইসলামী শাসন কায়েম হয়।",1
"ইসলাম কোনো ধর্ম নয়, স্রেফ রাজনৈতিক মতবাদ । যে কোনো উপায়ে পৃথিবী দখল করাই একমাত্র লক্ষ্য। অমুসলিমদের খুন করে, জনসংখ্যা বৃদ্ধি করে ভোটের মাধ্যমে, নোংরা আচরণের মাধ্যমে অমুসলিমদের খেদিয়ে, ভূসম্পত্তি লুট করে, লাভ জিহাদ ইত্যাদি অজস্র উপায়ে",0
হত্যা এবং অত্যাচার থেকে বিধর্মীদের বাঁচার একটি সুন্দর রাস্তা অবশ্য ইসলামে আছে । সেটি হলো ইসলামে দাওয়াত । অর্থাত্ অমুসলিমদের প্রথমে ইসলাম ধর্ম গ্রহণ করার জন্য আমন্ত্রণ জানানো হলো । গ্রহণ করলে তারা বেঁচে গেল। নচেত্ তাদের হত্যা করে তাদের ন নারী ও সম্পত্তি লুণ্ঠন করে ভোগ কর ।,0
হিন্দু ধর্ম এটা কোন ধর্মই না তারপরও হিন্দুরা কিনিয়ে কথা বলে বুঝিনা ৷,0
জিহাদিদের এই পৃথিবী থেকে ফিনিশ করে দিতে হবে।,0
হিন্দু ধর্ম পড়ে দেখেছি সম্পুর্ন অশ্লীল ৷ বেশির ভাগ সাধকদের পিতা নেই ৷অন্য ভাবে হয়েছে ৷আগে হিন্দু ধর্ম গবেষনা করেন ৷তারপর ইসলাম,0
"সবাই এখন বুঝে গেছে ইসলাম মানে জিহাদী,আতংক বাদী ,তাই শিক্ষিত সবাই ইসলাম ছাড়ছে",0
মোছলমান দুনিয়া না থাকলে মাননুস অনেক সানতিতে থাকতে পারত মুসিলিম একটা সুকরেরতে নিছ ধরম,0
মুসলিমরা মুর্খ বলেই কুরআন বিশ্বাস করে। আর কুরআন বিশ্বাস করে বলেই ওরা সারা বিশ্বে পিছিয়ে আছে ।ওরা শুধু ওদের জাতি আর ওদের ধর্ম ছাড়া কিছুই বোঝে না।,0
পৃথিবীর সবচেয়ে নিকৃষ্ট ধরমের সবথেকে নোংরা ফরমান।মুসলমান দের কে বলা হচ্ছে তোমরা বিনা কারণে নিরীহ মানুষদের নিরবিচারে হত‍্যা কর।পৃথিবীতে কেউ নিজ ইছছায় বা ভালবেসে ইসলাম গ্রহণ করেনি বরং ইসলাম গ্রহণ করতে তলোয়ার এর জোরে বাধ্য করা হয়েছে।,1
পৃথিবিতে যতো ধর্ম আছে তার মধ্যৌ ইসলাম সবথেকে ভয়ানক খারাপ ধর্ম ৷ অশান্তির মুল ৷আর সব ধর্মই শান্তির কথা বলে ৷,1
আরে কুরআন শরীফ এ তো এই সব কথা বোলেছে ।নারীদের নিয়ে খেলা করে মুসলমান রা লজ্জা করে এসব করতে ছি ছি ছি ছি ছি ছি ।,1
"আপনি বৌদ্ধ ধর্ম নিয়ে একটি ভিডিও আপলোড করেছেন এবং বৌদ্ধদের কাছে কিছু প্রশ্ন রেখে গেছেন। কিন্তু,,,,বোকার মতো কমেন্ট বক্স কেনো অফ করে রেখেছেন? এর অর্থ আপনি নিজেকে মূর্খের পরিচয় দিচ্ছেন।",1
ইসলাম ধর্ম মতে এমন কথা কোথায় বলা আছে এক বাপের ছেলে হলে জানিয়ে যাবেন। আশা করি নিরব থেকে নিজেকে জারজ হিসেবে মেনে নিবেন না বরং যথার্থ উত্তর দিবেন,0
"ইন্দুধর্ম অনুসারে; কলীযুগ এর একদম শেষে কলকি অবতার আসবে। এবং সে ধ্বংসের জন্য আসবে। তারপর নতুন করে পৃথিবী সৃষ্টি হবে। এবং, কলকি অবতার নারী ও হতে পারে। কিন্তু আপনারা সুন্দর অপবেক্ষা দিয়ে গেলেন।",0
"আপনি তো আসলেই অশিক্ষিত। ! আমার কাছে জিজ্ঞাসা করছেন কেন? ভিডিও যে বানিয়েছে তাকে জিজ্ঞাসা করেন যে কোথায় লেখা আছে। সে একটা ভিডিও বানিয়েছে এই ব্যাপারে আর সেই ভিডিওর কমেন্টস অপশন বন্ধ করে রেখেছে। তাই এই ভিডিও তে বললাম।   আচ্ছা, মহানবী কি এক বাপের এক ছেলে??",1
"আপনার বৌদ্ধ ধর্ম সম্পর্কে কোন ধারনায় নেই, আর আপনি নিজের ইচ্ছেমতো বলে ভিডিও বানাইসেন, আবার ঐ ভিডিওতে কমেন্ট অপশনও অফ করে রেখেছেন। আসলে এভাবে একটা ধর্মকে সরাসরি অবমাননা করা ঠিক না।",1
"বৌদ্ধ ধর্মকে বুজতে মাথায় জ্ঞ্যান থাকা দরকার। আর আপনারা যে পশু হত্যা করতে একটুও দ্বিধা করেন না, সেটা আপনাদের মৃত্যুর পর বুঝা যাবে। আর মরার পর বৌদ্ধ ধর্মে কেন পুরানো হয় এবং মুসলিম ধর্মে কেন কবর দেওয়া হয় সেটা নিজেই ভালোভাবে চিন্তা করলে বুজতে পারবেন নিজের শরীরকে পোকাকে খেতে দেওয়া ভালো নাকি আগুনে পোড়ানো ভালো। সরাসরি বলতে পারলে হয়ত ভালো হত।",1
"বুদ্ধ ধর্মের বিষয়ে যে ভিডিওটা বানাইছেন,অাসলে অাপনার কথা শুনে অাপনাকে মূর্খ না বলে পারতেছিনা। বুদ্ধ ধর্মের বিষয়ে কোন ধারনা না রেখে কি সুন্দর করে মূর্খটা ভিডিও বানিয়ে পেললেন। অার নির্বান মানে বুঝেন?? নির্বান মানে না জেনে মূর্খের মত ভিডিও বানাইছেন। অার হ্যা, বুদ্ধরা ঈশ্বর বিশ্বাস করেনা সেটা অাপনাকে কে বলছে?? ফালতু, মূর্খ",1
"সন্ত্রাসী, বর্বর, লুটেরা ছিলেন নবী মুহাম্মদ।",1
নারীবিদ্বেষী ছিলেন নবী মুহাম্মদ।,1
মানসিক সমস্যায় আক্রান্ত নবী মুহাম্মদ।,0
তোদের তো ঈশ্বর মারা যায় রে সালা,1
30 বছরের গবেষণায় দেখা গেছে মক্কা পবিত্র নগরী নয়,0
কোরানই হচ্ছে পৃথিবীর সন্ত্রাসী তৈরীর মূল পুস্তক।,1
"তোরা তো শোষক জাত, মানুষের উপর অত্যাচার করে ধর্মান্তরকরণ করিস ইতিহাস তার সাক্ষী। হিন্দু ধর্ম যাই হোক মানুষের উপর অত্যাচার করে না",1
বেদকে বিকৃত করার চেষ্টা করিস না. বিপদে পরে যাবি শেষ বিচারের দিন,0
"পূজা বলতে আমি ভন্ডামি, ও মূর্তীর উপাসনা বুঝি।",0
"তোরা হলি সব গরুখোর আবাল, যারা গরুর পূজা করে গরুর গু ও মূত্র খায় তারা আবার জ্ঞানী হয় কি করে..?? তারা তো সব বুদ্ধিপ্রতিবন্দী। তোরা হলি বুদ্ধিপ্রতিবন্দী জাতি।",1
শুনে রাখ মুসলিম রা কখনও সন্ত্রাসবাদ করেনা বরং অমুসলিম মালাউনরাই সন্ত্রাস করে মুসলিমদের ঘারে দোষ চাপায়।,0
"মুসলিমরা কখনও আতঙ্কবাদ সৃষ্টি করে না বরং অমুসলিম মালাউনরাই আতঙ্কবাদ সৃষ্টি করে অভিযোগের আঙ্গুল তুলে মুসলিম দের উপর। একজন মুসলিম কখনও জঙ্গিবাদ করে না, বরং অমুসলিমরা মুসলিমের ছদ্মবেশে জঙ্গিবাদ করে।",0
ঠিক বলেছেন পৃথিবীর সবচেয়ে বড় রোগ ইসলাম এবং সবচেয়ে ভালো ঔষধ চীন এবং ইজরায়েল।,0
"উইঘুর মুসলিমদের ওপর অত্যাচার সমন্ধে কি বলবেন , করোনা চীন থেকে বেরোলো আপনাদের কাংলাদেশের কিছু দাড়ি ওয়ালা ছাগল বললো এটা নাকি আল্লার গজব।",1
আল্লাহর কাছে দোয়া চাই চীন যেন বাংলাদেশের মুসলমানদের উইঘুর মুসলিমদের মতো শিক্ষিত করে দেয়। এবং ছাগল থেকে মানুষে পরিণত করে।,1
আমরা ভারতীয় দালালদের জন্য কোনোরকম দোয়া করিনা। কারন আমরা জানি মালাউন জাত কখনও বিনা স্বার্থে কারো জন্য কিছু করে না। এমন কি নিজের বাপের জন্যও মালাউনরা নিঃস্বার্থভাবে কিছু করতে রাজি না।,0
"মালাউনরা খারাপ ঠিক আছে তাহলে মায়ানমার কেন শান্তির ধর্মের লোকদের তাড়িয়ে দিলো, চিনে কেন উইঘুরদের বাঁশ দিচ্ছে, ইজরায়েলেও একই ঘটনা উত্তর কোরিয়া আমেরিকা যেখানেই যাবেন একই ঘটনা এর দ্বারা প্রমাণিত পৃথিবীর সমস্যা কারা , তোরা মুসলমান",1
আপনারা তো এতো জান্তা তবে নারীদের কে আপনারা বস্তা গায়ে দিয়ে রাখেন কোন যুক্তিতে।,0
"লেজকাটা শেয়ালের ধর্মই হলো সব শেয়ালকে বলবে লেজ অপ্রয়োজনীয়, তাই সবাই লেজ কেটে ফেলো। যারা নিজেদের মা বোনকে উদোম করে টাকার জন্য ঘরের বাইড়ে কাজ করতে পাঠায় তারা তো বলবেই মুসলিমরা নারীদের বোরকা পড়ায় কেনো..!! আর খৎনা..?? আবালের ঘরে আবাল যারা গরুর গু মুত খায় তাদের মাথায় তো এসবই ঘুরবো😂😂 ছাগলের মতো ম্যা ম্যা না করে ধর্মের জ্ঞান নিয়ে তারপর বকবক করিস।",1
ভিত্তিহীন হিন্দু ধর্মের তোরা যে শিব লিঙ্গের পূজা করিস সেই শিবলিঙ্গটা ভালো করে খেয়াল করেছিস..? করলে বুঝতি ওটাও খৎনা করা।,1
"সোজা শিব লি‌ঙ্গের পুজা ক‌রেন। আর স‌র্গে চ‌লে যান। তোমরা কেন এ‌তো বোকা চোদা বু‌ঝি না, লিঙ্গপুজা যে ধ‌র্মের আদর্শ, গোমূত্র খাওয়া যে ধ‌র্মের আদর্শ, যে ধ‌র্মে বর্ণবৈষম্য স্বীকৃত সে ধর্ম পালন ক‌রা বোকাচুদাদের; আর মাথার কতটুক‌ু জ্ঞান থাক‌বে, ত‌রা তো সভ্য অসভ্য বু‌ঝিস না, বিশ্ব রাজনী‌তি কি বুঝ‌বি, আর মুস‌লিমরা জিহাদ কেন কর‌ছে, কেন তারা যুদ্ধ করছে",2
সাম্প্রদায়ীক দাঙ্গা ও হত্যায় মালাউনরা বিশ্বে প্রথম স্থান অধিকার করেছে। তোদের অভিনন্দন,0
ইসলাম হলো একটা হিংসায় ভরা ধর্ম,1
মূ‌র্তি পূজা গরু পূজা পূজা শুরু হয় আদম আঃ ছে‌লে কা‌বিল হয়‌তে শয়তা‌নের দারা পূজা শুরু হয় তাই আমি বল‌ছি শয়তান হতে সনাতন ধর্ম বা হিন্দু ধর্ম আবিস্কার হয়‌ছে,0
ঐ কা‌ফের বেটা তো‌দের ধর্ম অ‌হিংসার ধর্ম হয় য‌দি তোরা নি‌চের শ্রেণী মানু‌ষের সা‌থে বা দাস বা তা‌দের আত্নীয় ক‌রে দেখ তোরা যে তা‌দের কে কত হিংসা করছ আমা‌দের ইসলাম হয়ল সকল মুস‌লিম একের অপ‌রের ভাই ভাই ।,0
আপনাদের কোরান হাদিসে এই শিক্ষা দেয় যে বিধর্মীদের হত্যা কর।তাহলে আপনিই বলুন আপনার ধর্ম আপনাদের কী শিক্ষা দেয়।ছি ধিক্কার জানাই।আপনার ধর্ম বাদ দিয়ে আপনি একবার শ্রীমদভগবদ গীতা পাঠ করে দেখেন।তারপর আপনিই নিজেই বুঝতে পারবেন শ্রেষ্ঠ ধর্ম কোনটি,1
"যে ধর্মের মানুষ লিঙ্গের পুজা করে, যাদের কামের দেবী আছে, শিবের নাকি হাগার হাগার বউ ছিল, কৃষ্ণের চরিত্র খারাপ ছিল। সে তো তার মামি কে বিয়ে করেছিল। অনেক মেয়ের সাথে যৌন সম্পর্ক করেছিল। তাদের কথা আর কি বলব। চাইনি আপনার ধর্মানুভুতিতে আঘাত করতে। কিন্তু আপনি অনেক বেশি বলে ফেলছেন",1
অই কি বললি শালা হিন্দু মারকা জাত শুয়োর।তদের বেদ নাম আসছে পাদ শব্দ থেকে আর গিতা আসছে গু শব্দ থেকে।😂 ফের জদি ইসলাম ধর্ম নিয়ে উল্টাপাল্টা কথা বলিস তাহলে আচ্ছা মত তদের ধর্মের বারোটা বাজিয়ে ছারব,2
কালি নাকি আমাগো মা।হাহাহা।এত মা কই পাস রে।কার পেট থেকে হয়েছিস শুনি।,1
মুসলমানদের নিয়ে কোনো কমেন্ট করলে তোদের কৃশ্ন নিয়ে জিবন কাহিনি বানাব।এই বলে দিলুম,1
তদের কিশ্ন আন্ডার পেন ছারা আর কি পরত।তার লাখ লাখ বউ ছিল।তরা তারি ভক্ত।,1
রাম তো তদের মা দুরগার দুদু খাইছিল।আর কালি কিশ্নের আনডার পেন চুরি করত।তরাই তার ভক্ত হলি ।,1
তদের কিশ্নের ইতিহাস কি প্লিজ বলবি।জে কিশ্নের লাখ লাখ বউ।রাম কে জানিস।রাম হল দুরগার বাচ্চা জে তার দুদু খাইছিল,1
হিন্দুরা বাচাইছে বলে তাদের পুজা করব নাকি।যে ধর্মের মানুষ লিংগের পুজা করে।রাম শিব কৃষনের হাজার হাজার বউ ছিল।সে ধর্মকে মানুষ কি বলবে।এত সেক্স যৌন বিশৃংখলা সে ধমকে আর কি বলি।,1
।শালা তর দুরগা স্বরসতি কে স্বর্গে গিয়া চুদ।যা মইরা যা তাড়াতাড়ি।তকে দুরগার পাছায় ঢুকাইতাম যদি তরে একবার কাছে পাইতাম।,2
তদের কিশ্ন হল লুইচ্চা।তার বয়সি মেয়েরা রাধা এর গোওয়া মেরেছিল। আমাদের ইসলাম হল আদি।যে ধমের কোনো মানুষ সিস্টি করে নাই।,2
তরা হলি জারজ সন্তানের দল। ভারত যদি মাত্র একবারের জন্য আমার হাতে চলে আসে। আমি তদের মত হিন্দুদেরকে লিংগতে লাথি মেরে শিব রাম এদের ভুত ছাড়াতাম।শালা বেঈমান অশান্তির সিস্টকারি তরা।গরুর মুতখোর।,1
বাল তুই সনাতন নিয়েই থাক শালা।তর সাথে তরক না করাই ভাল,0
ফাইজলামি করার একটা লিমিট থাকে ভাই আপনি জাতে এইতো কিছু জানেন মুস্লিম নিয়ে তাহলে মুস্লিম কেনো হয়ে জান্না,0
কিরে জারজের বাচ্চা পারলে তোর ইহুদি বাবাগো বাংলাদেশে এসে রাসূলে কে নিয়ে কটুকথা বলতে বল ধর থেকে মাথা আলাদা করে ফেলবো,1
এসব আইএস কে ক্রশ ফায়ার দেয়া হোক। এরা সব ইহুদি ইসরাইলের এজেন্ট।,0
"বোরখা পরে জিহাদ চোদাতে গেছিল ওরা,, ইহুদি,খ্রিস্টানদের বিরুদ্ধে জিহাদ ।",2
হিন্দুদের কথিত বড় ধরনের পূজা তথা নগ্নতা প্রদর্শণের মোক্ষম অনুষ্ঠান দূর্গা পুজা।দূর্গা পুজার সময় দশ ধরনের মাটি প্রয়োজন হয় । তার মধ্যে বেশ্যার দরজার মাটি অপরিহার্য । বলা হয় বেশ্যারা নাকি পুরুষদের কাম (যৌনতা) নীলকন্ঠের মতো ধারন করে সমাজকে নির্মল রাখে বলে বেশ্যাদ্বার মৃত্তিকা অবশ্য প্রয়োজনীয়।”,2
তোর হিন্দু ধর্মের উপর আমি পেশাব করি। মুখোশধারী মালুর বাচ্চা,2
"শিবের কাটা নুনুর উপর আমি পেশাব করি। আপনি কি জানেন যে, শিবের নুনু কৃশ্ন কেটে দিয়েছে?",2
তোদের কাবাতে পর্যন্ত সেই মহাদেবের শিবলিঙ্গ আছে। হজ করতে গিয়ে প্রত্যেক মুসলমান উনার সেই লিঙ্গটির চুমু খেয়ে আসে।,2
বাংলাদেশের মুসলিমরা পৃথিবীর সবচেয়ে ছোটলোক মুসলিম।,1
"পাকিস্তান, বাঙলাদেশ মুসলমানদের জাতের ঠিক নেই, এদের রক্তে মানবিকতা বলে কিছু থাকেনা, কারন এরা সব ধর্মান্তরিত মুসলিম। আরব দুনিয়া এদের মান্যতা দেয়না।",1
পৃথিবীর সকল ধর্মই নোংরা 👉 সে সনাতন হিন্দু/ খ্রিস্টান/ ইহুদি/ শিখ/ জৈন/ বৌদ্ধ 👈,1
নবী মহম্মদ ছিল একজন নিকৃষ্টতম ব্যক্তি!! তাই ওনার বিরুদ্ধে আমরা কথা বলবোই 😉😉,1
"কৃষ্ণের কথা বলবে না? তিনি তো ১৬১০৮ বিয়ে করেছেন, রাধা রাণি কে ধর্ষন করেছেন, নিজের আপন মামিকে ধর্ষন করেছেন, স্নান করতে যাওয়া নারীদের উত্তক্ত করতেন। ভগবান ব্রহ্মা নিজ কন্তাকে ধর্ষন করেন। এইগুলো তো বললে না?",1
"ত্রানের নামে ধর্ম, ধর্মের আড়ালে মুখোস আঁটা শয়তান। সাবাস ইসলাম সাবাস। 😊",1
সারা পৃথিবীতে ধর্মের নামে মুসলমান যত মানুষ মেরেছে তার কথা বলনা কেন?REPLY,0
"ইসলাম শুধু অমুসলিমদের হত্যা, সম্পদ চুরি ও নারীদের ধর্ষণ করতে শেখায়। তাই তাদের কাছে কোন কিছু আশা করা উচিত নয়।",1
মুসলিম জাতিকে ধিককার।পৃথিবীর কলঙ্ক এই জাতি।ধংস এরা হবেই।,1
কতবড় বেইমান এই মুসলমান গুলো যে হিন্দু দের জন্য বাংলাদেশ আজ পাকিস্তান থেকে সাধিন হয়েছে তাদের ই সাথে এমন করছে।,0
"কোরানে লেখা আছে মূর্তী পুজারী দের সংহার কর তাদের ধন সম্পদ লুট কর, তাদের মা বোনেদের লুটের মাল হিসেবে ধর্ষন ও ভোগ কর, তাদের বন্দি করে অভুক্ত রেখে তিলে তিলে মারো, আর যদি সে ইসলাম কবুল করে,তবেই তার প্রান ভিক্ষা দাও,যে সব মুসলিমরা সত্যি টা জানে তারা চুপ করে থাকে,",1
হিন্দু ভাই দেরকে বলচি গরিব হিন্দু কে সাহায্য করুন কোনু মুসলিম দের নয়,0
আর এমনিতেও হিন্দু ধর্ম মিথ্যা,0
ধর্ম একটাই সনাতন। বাকি সব অধর্ম।,0
"ধর্ষনের ধর্ম একটাই,সেটা হিন্দু ধর্ম",0
সবকিছুতেই জ্ঞান তোর খুব কম। কারন তুই কোরআন পড়েছিস। কুরআন পড়লে মাথা নষ্ট হয়ে যায়। উন্মাদ মানে পাগল।মহাম্মাদ মানে মহাপাগল।তোরা হলো মহাপাগলের অনুশারী (ভুদাই)।,1
ইসলাম যদি শান্তির ধর্ম হয় তাহলে মিয়া খালিফা ভার্জিন।,0
হিন্দু ধর্ম বেশ্যা মাগিদের ধর্ম,2
"চারটে বিয়ে, যৌনদাসী, যুদ্ধবন্দী নারী, 72 হুর যাদের ধর্মে আছে, সেটা বেশ‍্যা মাগীর ধর্ম।",2
"বেশ্যা তো হিন্দুদের দেব দেবীরা 1 - ব্রহ্মা নিজের মেয়ের সাথে সেক্স করতে চেয়েছিল 2 - কৃষ্ণ বিয়ে না করে রাধাকে রক্ষিতা বানিয়ে বেশ্যা গিরি করতো,",2
"পঞ্চ পান্ডব একটা মেয়েকে পাঁচ ভাই মিলে সেক্স করতো হাহাহা ,,,,,দেবতারা ও সেক্স করে ছি ছি ছি,,,, আবার মুসলিম দের নামে কলঙ্ক দেয়,,,",1
ধরষোকদের ধর্ম হিন্দু,1
ইসলাম মানে জঙ্গি আতঙ্কবাদীর আতুরঘর,1
"প্রত্যেক হিন্দুকে শপথ নিতে হবে, যেনো মরবার আগে অন্তত 2 টি মুসলমান পুরুষ বধ করে। তাহলেই দক্ষিণ এশিয়া মুসলিম মুক্ত হবে। জয় মা ভবানী। 🙏",0
গরু ছাগল পূর্জারি হিন্দু মালাউনরা কি বুঝবে ইসলাম সমন্বয়ে,1
হিন্দু ছাড়া সবাই নাস্তিক।,0
পৃথিবীর সবথেকে খারাপ ধর্ম ইসলাম,0
"আমি এটা একেবারেই বুঝি না,নিজ হাতে খোদা বানিয়ে আবার সেইটাকে পূজা করা আজব না।এরকম তো মনে হবে, আমি খোদা বানাতে পারি তো আমিও একজন খোদা।কারণ যে খোদা বানাতে পারে সে নিজেকে খোদা ভাবতেও পারবে।",0
বোকাচোদা বেজন্মা জারজ জঙ্গি রাম এবং তার মা বেশ্যা রেন্ডি। রেন্ডি কৃষ্ণের মুখে হাগ। মাদারচোদ শিব শুয়োরকে আমি কুত্তা দিয়ে চুদাই,2
হেন্দু সালারা খুব খারাপ,1
"হিন্দু ধর্ম বলে কোন ধর্ম নাই, আছে সনাতন ধর্ম। এই ধর্মকে কুসংস্কারাচ্ছন্ন অপসংস্কৃতির ঠাকুররা তাদের সামাজিক রাজনৈতিক অর্থনৈতিক প্রতিপত্তি বৃদ্ধির জন্য নিজের মনগড়া মূর্তি প্রতিকৃতি ছবি প্রতিচ্ছবি পূজা লিঙ্গ পূজা যোনিপুজা সহ গরুর মূত্র গোবর পান করা থেকে শুরু করে আরো অনেক কুসংস্কার অপসংস্কৃতি চালু করেছে।",0
অসুরকে সাহায্য করুন বেদশ্যা দূর্গাকে চুদতে,2
হিন্দু ধর্মের রীতি নীতি একদম বাজে। যেমন: ব্রাহ্মণ কতৃক ধর্ষণকে পূর্ণের চোখে দেখা হয়।,2
হিন্দু ধর্মের দেব দেবী গুলো সব ধর্ষক। সবাই অন্যের স্ত্রী কে ধর্ষণ করেছে। নোংরামি করছে। একজন বিবেকবান মানুষ কখনো জেনে শুনে এইসব ধর্ষকদের পুজা করবে না।,2
"হিন্দু ধর্ম এবং এই ধর্মের অনুসারীরা ধর্মের বৈশিষ্ট্য অনুসারেই চরম নোংরা, অশ্লীল, লম্পট, ধর্ষনপ্রিয় হয়ে থাকে।",2
হিন্দুদের শাস্ত্রে ধর্ষণ ও নারী নির্যাতন করা নাকি অতি পুণ্যের কাজ । রাম রাম রাম 😁,1
