,Text,label
2440,একমাত্র জামায়াত-শিবিরের কাজ এগুলো প্রত্যেককে ধরে ক্রসফায়ার দেওয়া হোক ওরা দেশের শত্রু,2.0
2441,বিএনপি কাফেরদল,1.0
2442,বুট ডাকাতির মামলা হওয়া উচিত হাছিনার,1.0
2443,বি এনপি টিক অাছে অাওয়ামীলীগ দিশে হারা,1.0
2444,বাংলাদেশে কোন নেত্রী দরকার নাই,2.0
2445,বি এন পিতে সুন্দুরি হলেই নেত্রি হওয়া জায়নারন নেতা জারা তারা হল লুচ্ছা সব গুলা,1.0
2446,দুর্নীতির মাধ্যমে ভোটে নির্বাচিত আওয়ামী লীগকে প্রাণঢালা অভিনন্দন ঢাকা চুইসসা নাই কইরা ফেলাবে,1.0
2447,আওয়ামী লীগ করতাম জদি ভালো কাজ করত তারা জনগণের অধিকার নিয়ে নিজেদের অধিকার খাটায় তারা জনগণের শত্রু বাংলাদেশের শত্রু,1.0
2448,পুলিশ খানকির পোলাগো লজ্জা সরম নাই হাসিনার মুত খাওয়াইছে পুলিশ খানকির পোলাগো পুলিশদের বৌ বাচ্চা রা এই কাজ কম’ গুলা দেইখা লজ্জা পায় না কেনো তার মানে বুঝা যায় সব পুলিশের বৌ রা পতিতা লয় থেকে এসেছে আর বাচ্চা গুলা পিতৃ পরিচয় হিন,1.0
2449,আওয়ামী লীগ চোর ডাকাত চাড়া কেউ করেনা,1.0
2450,আমি একটা কথাই বুঝি না এটা কি বাংলাদেশ নাকি হারামির দেশ শেখ হাসিনা তোমায় যদি পাইতাম তাহলে জুতো দিয়ে তোর মুখে মতন,2.0
2451,পুলিশ চুতমারানি মাগির ছেলেরা পুলিশ নামের কলঙ্ক রে যদি পাইতাম তাহলে তোদের সঙ্গে হাসিনার বিয়ে করাই দিয়ে দিতাম,2.0
2452,সরকার এর কি কোনো লজ্জা নাই ছাত্রলীগ আব্রার কে হত্যা করলো আর আওয়ামীলীগ অন্য দলের নেতাদের আবরার এর বাসায় যেতে দিলো না এটা একদম বেশি বেশি হইয়েগেসে লজ্জাজনক,1.0
2453,এ মাদারচোদ বোকাচোদা আওমিলিগের পা চাটা ছার ছাত্রলিগরে লিড দে কে  মাগি শেখ হাসিনায়,2.0
2454,বাধা দেয়ার মানে কি এখানে তারা তো পুলিশ না তারা হচ্ছে পুলিশ কুত্তা লীগ তাই তারা কামড়াতে চায় মানুষদের,1.0
2455,বঙ্গবন্ধুর বাংলাদেশ আওয়ামিলীগ করলো শেষ,1.0
2456,আপনাকে তো ওরা এখন আর আওয়ামী কর্মী হিসেবে স্বীকার ই করবে না,1.0
2457,এই যালিম কুত্তালীগ যারজলীগের বিরুদ্ধে আর শপৎ করেছি জীবনে কোনদিন আওয়ামীলীগ যারজলীগকে ভোট দিবনা আর এই যারজলীগের বিপক্ষে যে নিবার্চন করবে আমি তাকেই ভোট দিব যদি সে কোন রাস্তার ভিখারির ছেলে অথবা পেশায় কোন মুচির ছেলেও হয়ে থাকে তবুও কুত্তালীগ যারজলীগকে ভোট দিবনা এই আমার অঙ্গীকার,1.0
2458,আওয়ামিলীগ কাজটা মহাঅন্যায় করলো বিএনপির সাথে এখন যদি বিএনপি কিছু বলে কোন আন্দোলন করে আওয়ামিলীগ বলবে - বিএনপি নৈরাজ্য সৃষ্টিকারী,1.0
2459,একজন শহীদ ছাত্রের বাড়ি যাওয়া নিয়েও রাজনীতি কি আজিব দেশ ঘৃণা হয় ঘৃণা,1.0
2460,এই সরকারের পতন ছাড়া সাদিন হবে না বাংলাদেশ,2.0
2461,এইডা কোনো কাজ হলো আওয়ামীলীগের সাপোর্ট আর করবো না,1.0
2462,আওয়ামী লীগ যে একটা কুত্তালীগ তা আজ স্পষ্ট হয়ে গেল,1.0
2463,সরকারের পতনের জন্য প্রস্তুত হোন ইসলামিক দলগুলির সাথে কারা আছেন লাইক দেন,2.0
2464,অবৈধ হাসিনার হাতে এদেশের কোনো মানুষই নিরাপদ নয় বাঁচতে চাইলে একটি গণতান্ত্রিক সরকার খুবই প্রয়োজন,1.0
2465,আমার আজ লজ্জা হচ্ছে আমি আওয়ামিলীগ করি,1.0
2466,শেখ হাসিনা যেদিন মরবে সেদিন থেকে নেজজো বিচার পাওয়া যাবে,1.0
2467,পুলিশ হচ্ছে সরকারের গোলাম বাহিনী  হায়রে ছাত্রলীগ পুলিশ আর কত ,1.0
2468,হাসিনা মরা আগে জদি বিচার না করতে পারি তবে মরা পরে লাশ উঠায় বিচার করবো কি বলেন বাইরা,2.0
2469,সংবিধান তোদের কুত্তালীগদের গোয়ার ভিতর ঢোকাবে,2.0
2470,মার্কিন প্রেসিডেন্ট নির্বাচন এবং বাংলাদেশী বলদগুলোর প্রতিক্রিয়া হিজরার দল বিম্পি এবং তাদের সমর্থকদের শোকের মাতম তারা কত আশায়ই না ছিল যে হিলারী জিতলে ইউনুসের মাধ্যমে যোগাযোগ করে হিজরাগুলোর হারানো পুরুষাঙ্গ কৃত্তিম পুরুষাঙ্গ দ্বারা প্রতিস্থাপন করে নিবে কিন্তু হলোনা আওয়ালীগ বা কুত্তালীগের নারীকুল এখন পাছার কাপড় মাথায় তুলে পাছা উপুড় করে চরকীর মত পাছা ঘুরাচ্ছে আর পুরুষগুলো গিয়ে চটাস চটাস করে তাদের পাছা চেটে খাচ্ছে আর উলাল্লা উলাল্লা ড্যান্স দিচ্ছে তারাও একটু শঙ্কায় ছিল যে যদি হিলারী জিতলে হ,1.0
2471,কুত্তার বাচ্চারা কুত্তালীগের দালালরা বলে দেশে না কী উন্নয়নের জুয়ার বইতেছে এগুলার নাম কি উন্নয়ন,1.0
2472,এটা আবার বলতে হয় বিকল্প চিন্তা করুন কুকুর কখনো ভালো হয় না কুত্তালীগের কুত্তামি যাবেনা,1.0
2473,যেই দলইই হোক মানেবাংলাদেশে এক আওয়ামীলীগ আর এক কুত্তালীগ ছাড়া আর আছে কে,1.0
2474,দালাল মিডিয়া কুত্তালীগ এর নাম নিতে কি চুলকাই,1.0
2475,বিশ্বজিৎ এর পর এবার খাদিজা হাসিনা নিজেই একজন সন্ত্রাসীর মদদ দাতানিজের আচলের তলে সন্ত্রাসী জন্ম দেয় আর দেশে বিদেশে নাটক করে বেড়ায় সন্ত্রাসীদের জায়গা বাংলার মাটিতে হবেনা হাসিনার কুত্তালীগ এর সন্ত্রাসীরা এভাবেই দেশে সন্ত্রাসী কার্যক্রম চালায় অথচ হলুদ কুত্তা মিডিয়া এই নিউজ সবার সামনে তুলে ধরেনা এই কাজ ছাত্রলীগ না করে যদি ছাত্রদল কিংবা ছাত্রশিবির করত তাহলে মিডিয়া নিজেই তদন্তে নেমে পরত এটা বাংলাদেশ এদেশের মানুষ বোকা বলে হাসিনা ও তার সন্ত্রাসী দল আওয়ামীলীগ একের পর এক সন্ত্রাসী কর্ম করে পার পেয়ে,1.0
2476,এই কাংকির ছেলে রাজাকার সবাই তো কুত্তালীগ করে এই কথা তুই জানিস না,2.0
2477,কুত্তালীগের কাছে আমার প্রশ্ন পুলিশ মরলে জনগন এত খুশি হয় কেন,2.0
2478,হানিফ সাহেব কুত্তালীগ জয়ী হতে সেনাবাহিনীর দরকার নাই,1.0
2479,কুত্তালীগ এই সেই লোক যার জুতার বারি খাওয়ার পর ও আরো খেতে চাইতেছে,1.0
2480,তোমাদের দলের রাজাকার গুলো আগে বের করো তারপর অন্য কিছু,1.0
2481,আরে আমাকেও রাজাকার বলেকিন্তু আমার শুনতে খুবই ভালো লাগেকারন আমি জানি বর্তমান সব রাজাকারই ভালো ভদ্র ধার্মিক শিক্ষিত হয়তাই নিজেকে গর্বিত মনে করিআমার মতে সবারই এই রকম রাজাকার হওয়া উচিত,1.0
2482,আওয়ামীলীগ চেতনাবাজ ব্যবসায়ীরা কোথায় বাংলাদেশের দেশপ্রেমিক মুক্তিযোদ্ধারা মরলে আওয়ামীলীগ এর কি আওয়ামীলীগ এর চেতনা শুধু আওয়ামীলীগ মুক্তিযোদ্ধা হিন্দু মুক্তিযোদ্ধা ভারতীয় মুক্তিযোদ্ধা দের জন্য চেতনা খাডা হয়ে যায় যেমন আওয়ামীলীগ রাজাকার হাসিনার বেয়াই চেতনার ঠেলায় এখন ভুয়া মুক্তিযোদ্ধা হয়েগেছে,1.0
2483,রাজাকার ও জঙ্গি জানোয়ারদের সিন্ডিকেট নাকি সর্বশক্তিমান মহাপ্রভুকেও কিনতে পারে তারা,1.0
2484,এই সত্য কথা বলার কারণে আপনাকে আওয়ামীলীগ রাজাকার বললে আমাদের কিছুই করার নেই স্যার,1.0
2485,তারেক চোরাকে দেশে ফিরানোর মত জোড় এখন স্বাধীনতা বিরোধী রাজাকারদের আছে বলেতো মনে হয় না কারণ দেশের মানুষের কাছে তাদের মুখোশতো খুলে গেছে যে তার বাপ ছিল পাকিদের বাংলাদেশী এজেন্ট,1.0
2486,দুইদিনেই রাজাকার হয়ে গেলো আমারে আমির বানাইলে ও দেখা যাবে এই জানোয়ারের বাচ্ছারা আমাকে রাজাকার বলবেআসলে সাংবাদিক আর আওয়ামী লীগ হলো সেলিম ওসমানের ভাষায়,1.0
2487,লটির পোলা রাজাকার নাপাকিস্তানে জিন্নাহ বাচচাদের গুষ্টি মারি জয় বাংলা জয় বঙ্গবন্ধু রাজাকার পাকিস্তান মুর্দাবাদ ,2.0
2488,সেই রাজাকার বাহিনী আর জঙ্গী বাহিনী বঙ্গবন্ধু কন্যা শেষ করে দিয়েছে আংকেল এখন আর কোন গন বাহিনী নেই আপনাদের সাথে তাও দেশের মানুষ বুঝেগেছে আংকেল,1.0
2489,বাংলাদেশ এর পবিত্র ইসলাম ও মুসলমান দের আর কত কলুষিত করবি সালে তোদের বাপ দাদা রা পশ্চিম পাকিস্তানের রাজাকার ছিল আর নির্বিচারে বাংলাদেশের মানুষ হত্যা করেছে আর এখন তোরা জঙ্গি হয়ে বাংলাদেশ এর মানুষ মারছিস,1.0
2490,আসলে পাকিস্তানিরা কবে বুঝবে তাদের ভিক্ষার বূত্তি থেকে শুরু করে পর্যন্ত চলে এসেছে সেই রেসেই আবার হাত পাচ্ছে আসলে লজ্জা না থাকলে একটা দেশ কত নিচে নামতে পারে তাই রাজাকার কুকুররা আবার বোঝাতে চাচ্ছে,1.0
2491,ঠাই দেন আপনারা মিডিয়াতে ভন্ডামি করেন আপনারা আপনাদের মুখে বঙ্গবন্ধুর নাম নিলে পাপ ইবে  গুনডা রাজাকার ভূমিদূস আখরা আওয়ামী লীগ  সুষ্ঠু নির্বাচন দেন তারপর দেখেন কি হয়,1.0
2492,উ উ ওইযে দেখলাম তো জামালপুরে রাজাকারের বাচ্চারে মনোনয়ন দিছে,1.0
2493,যারা জামায়াত করে তারা সবাই রাজাকার কি অদ্ভুত ব্যাপার,1.0
2494,আ লীগ আজব মেশিন ভেতর দিয়ে গেলে স্বাধীনতার পক্ষের শক্তি পাশ কাটিয়ে গেলেই রাজাকারসহ অনেক উপাধি যার প্রমাণ বংগবীর কাদের সিদ্দিকী বীরউত্তম,1.0
2495,বছর ধরে দেশে ধর্ষন হত্যা চালিয়ে যাচ্ছে জংলি নামক মাফিয়ালীগ তারা কি রাজাকার না,1.0
2496,রাজাকাররা মিছিল করছেতখণ ইসলাম পিয় দল গুলো কোথায়আজ তোমাদের দরকার,2.0
2497,আমরা কাউরে জামাতের আমির হইতে দিমুনা  আমির হইলেই রাজাকার বানাইয়া দিমু তারপর মুহাহাহা,1.0
2498,রাজাকারের সন্তানরা এটাই প্রমান যে আল্লা পাখ তাকে বাঁচিয়ে রাখবেন ইনশা আল্লাহ্র ,1.0
2499,মুখে তো গালাগালি ছাড়া কিছু ই নেই আমার কমেন্টস টা আর একবার পড়্ বাংলাদেশ কে তো মানিস্ না জাতীয় সংগীত করিস্ না আর লেখাপড়া তো বাংলাদেশ শিক্ষা ব্যবস্থা য় করিস্ নি রাজাকার কোথাকার ,1.0
2500,তুই বি এন পিকে চোর বল ডাকাত বল তাতে আমার কি আসে যায় তোদের এই একটা সমস্যা তোদের বিরুদ্ধে কেউ কিছু বললে রাজাকার আর বি এন পি হয়ে যায় তোদের হিস্টোরি সবাই জানে দালালি বাদ দিয়ে ভালো হয়ে যা,1.0
2501,রাজাকার মুক্ত গোপালগঞ্জ দেখতে চাই,1.0
2502,সে তো বরিশালের ছেলে কিন্তু কেমন করে নিজের বিভাগকে হারিয়ে দিল সে তো বড় রাজাকার সাবিবর,1.0
2503,এটা সবাই জানে দুধের শিশু জামাতের আমির হলে তাহাকে ও রাজাকার বানানো হবে,1.0
2504,যে সব রাজাকারের বাচ্চারা এই লাইভ যোগ দিয়ে আজে বাজে কমেন্ট করছে সব গুলু কে করা হবে কর,2.0
2505,আমি রাজাকারের যদি ছেলে হয় তোর মাকে জিগাইস তোই কার ছেলে,1.0
2506,জনগণের টাকা কে দিবে এই শয়তানকে ছাড় দিলে দেশে আইন বলতে কিছু থাকবে না হাজার হাজার কোটি টাকা লুটপাট করেছে যারা তাদের কেন শাস্তি দেওয়া হবে না বিদেশে হাজার হাজার কোটি টাকা পাঠিয়ে দিয়েছে এদের কেন শাস্তি হবে না দেশের অর্থনীতিকে ধ্বংস করেছে জনগণকে মেরেছে এগুলো রাজাকার থেকেও খারাপ,2.0
2507,আইসে আরেকজন জাহিদ মানিক আপনার নিজের দেশে যে প্রতিনিয়ত মানুষ খুন হচ্ছে সেটা দেখেন তুরস্কে সেনা অভ্যুত্থান কারীরা অন্যায় করেছে তার শাস্তি তাদের পেতেই হবে যেভাবে পেয়েছে আমাদের দেশের রাজাকাররা,1.0
2508,রাজাকারদের মন্ত্রী বানানোর দায়ে তার আরও কঠিন বিচার বাকি আছে,2.0
2509,দু দি নেই রাজাকার কমান্ডার হ য়ে গেল,1.0
2510,কিরে খানকির পোলা এই কথাগুলোর মধ্যে রাষ্ট্র বিরোধী ষড়যন্ত্র কই বলছে তোর মার ভোদা বেশ্যা মাগীর পোলা,2.0
2511,মাহি ও বি চৌধুরী কাদাপানিতে আটকে গেছেন ,1.0
2512,তোমরা কোন দেশে থাকোকথা কথা ষড়যন্ত্র খুজোকি বাল আছে তোমার দেশে,1.0
2513,বদরুচ্ছুদা আর মাহী বাল চৌধুরী একটা বেইমান জাতীয় বাইমান,1.0
2514,দালাল কোথাকার তর য দি লজ্জা থা কে ঐক্যের বেপা রে একটা কথা বল বি না ,1.0
2515,মান্নার ফাঁসানোর মতো কি আছে এখানে বলদার বলদা,1.0
2516,মাহি ছৌঃ পরিবার বাটপার ,1.0
2517,বলদ নিজেরে নওয়াবজাদা সলিমুল্লাহ মনে করে,1.0
2518,জামায়াতের একটা কর্মীর জ্ঞান নাই যার মধ্যে সে নাকি বি এন পিকে জামায়াত ত্যাগ করতে বলে ,1.0
2519,মাহি কি অরজিনলী বি চৌধুরীর ছেলেজন্ম নিয়ে সন্দেহ আছে ,1.0
2520,দেশের মানুষ একদলের শাসনে অতিষ্ট হয়ে গেছে আর বেশ্যের ছেলে ব্যবসা ঠিক রাখার জন্যি সরকারের সাথে আতাত করে হিয়ালী চুদাচ্ছে,2.0
2521,তুদের কারনেই জামায়াত আজ সাধারাণ মানুষের প্রিয় দলে পরিনত হয়েছে  প্রমান চাইলে নিরপেক্ষ নির্বাচন দিয়ে দেখতে পারিস ,1.0
2522,কিরে রনিতুই কি মাহির ও ছাত্র হওয়ার যোগ্যতা রাখিস না,1.0
2523,এটি তুই কি বুঝে শুনে বলেছিসনা মাল পানি খেয়ে বলেছিস ,1.0
2524,রনি সাহেব বলছিলআওয়ামীলীগ কে জুতা দিয়া মারলে ও মান সন্মান যায় না এখন দেখিতার তাও যায় না,1.0
2525,মন্জু চোরের পুলা পার্থ বিয়াদপ,1.0
2526,পার্থ সালার পুত হলো হাসিনার বড় দালাল পার্থ কে বিএনপির যোট থেকে বাদ দেওয়া হক,2.0
2527,রনি মাদারচোদ টাইপ লোক,1.0
2528,বিএনপি এখন পাগল হয়ে গেচে,1.0
2529,তুই কয়টা ভোট পাবি রে বিএনপি এর সাথে না থাকলে  তর মত বোয়াদব নাই পাথ ,1.0
2530,পার্থ্য খানকির পোলা,2.0
2531,পার্থ্য একটা বেইশ্যা মাগীর পোলা,2.0
2532,কথা গুলো দুদু মাদারচুদেরে সুনান,1.0
2533,বি ন পি র পাগলদের এবার বুদ্ধি হবে,1.0
2534,তুই কুত্তালিগের জারজ সন্তান শালারপুত,2.0
2535,তুই তো একটা মাদার চৌদ জামাত শিবিরের বেজন্মা,2.0
2536,শুয়োর ছানার খুনি নেতা,1.0
2537,তুই বেস্যালিগের জারজ মাদারচোদের বাচ্চা,2.0
2538,এই শুয়ারের বাচ্চা খুনি নোয়াখালীর কলঙ্ক নেতা সাজছ,1.0
2539,এই শুয়োরের বাচ্চা ও তার বাপের মা/বোন/স্ত্রী/কন্যারা সব আওয়ামী বেশ্যা আর বাপ-ছেলে মিলে তাদের মা/বোন/স্ত্রী/কন্যার বেশ্যাবৃত্তির দালালি করে,1.0
2540,তোর বাপতো বিনা ভোটে নির্বাচিত জারজ এমপি বেস্যা মাগির পুত আগে বল তোর হারামখোর বাপ মা এত টাকা কোথাক পাইসে নটি মাগির পু,1.0
2541,ঘোড়া আর গাধার যৌন মিলনে জন্ম হয় খচ্চরের তেমনি আওয়ামীলীগের বিনা ভোটের এমপি আর বিনা ভোটের উপজেলা  চেয়ারম্যানের ( এমপির বউ) কনডম দূর্ঘটনায় জন্ম হয়েছে শাবাব মানুষরুপী খচ্চরের এই আওয়ামী খচ্চরদের নিকট আর কিবা আশা করা যায়,1.0
2542,জামায়েত বিএনপি রা বাইনচোদ তোরা খাই দাই কাজ নাই এমপি পুত্রের পিচে করন পড়েচিস তোরা মাদারিরা,1.0
2543,তুই ত কুক্তা লীগ   খানকির পোলা এই কারনে তোর কাছে ভালো লাগে জারজ এর বাচ্চা,1.0
2544,আওয়ামী শুয়োরের বাচ্চা মাদারচোদ এর বাচ্চা,2.0
2545,চোর খুনি তোরা তোদের মত জারোজ এমপি বাংলাদেশের কলঙ্ক,1.0
2546,পিলখানা সেনা হত্যার পেছনে সম্পূর্ণ ভাবে যে আওয়ামী কুত্তালীগ জড়িত এটা দেশের সকল মানুষ ঐ জানে,1.0
2547,যেই তাপস এতো সেনাবাহিনী হত্যা করল সেই কুত্তা তাপস আজকের ঢাকা দক্ষিণের মেয়র,1.0
2548,এই আওয়ামিলীগ ক্ষমতায় থাকতে কেহ বিচার পাবে না ইনশাআল্লাহ একদিন মানুষ বিচার ঠিকি পাবে সুধু ধৈরজ দরকার,1.0
2549,হাসিনাকে রিমান্ডে নিলেই সব বের হবে,2.0
2550,আওয়ামী লীগের নেতারা পুলিশ কর্মকর্তারাতোমার শুনে রাখ মুসলমানদের একদিন সময় আসবে সেদিন তোমার এ কাজের দাঁত ভাংগা জবাব পাবে ইনশাআল্লাহ,2.0
2551,বিচার হবেইহাসিনা আপনি পালাতে পারবেন নাঅপেক্ষা করুন ফাসির দরি আপনার জন্যই অপেক্ষা করছে,2.0
2552,এই সব অযোগ্য সরকার ধ্বংস হোক,2.0
2553,হেফাজতকে মারাটা ওচিত হয়নি বিএনপি নেতাদের যদি এভাবে মারতো তাহলে কিছুটা মেনে নিতাম সালা  আওয়ামী কুত্তালীগ,1.0
2554,প্রতিটা মুমিনের রক্তের হিসাব দিতে হবে শেখ হাসিনা সরকারের,2.0
2555,শেখ হাসিনার পতন চাই,2.0
2556,শুধু শেক হাসিনা না বাংলাদেশে কোন মহিলা সরকার ই থাকতে পারবেনা,2.0
2557,আওয়ামিলীগ আর কয়েক বছর কমতাই তাকলে বাংলাদেশ তেকে মুসলমাল ইমান নিয়ে বাচতে পারবে না,1.0
2558,আওয়ামী কুত্তা লীগ এবং আওয়ামী পুলিশ লীগের পতন হবে ইনশাআল্লাহ,2.0
2559,আওয়ামী লীগ যা করেছে তা তো ক্ষমার অযোগ্য,1.0
2560,আল্লাহ তুমি তাদের বিচার করকুত্তা লিগের ভারা করা ভারতে পুলিশ,2.0
2561,সব গুলো ভারত থেকে বারা করে আনছেসরকারমুসলমানদের মারার জন্য,1.0
2562,শেখ হাছিনার পাসির দড়ি জুল তে আছে,2.0
2563,বাইতুল মোকারমের সামনে লীগের ছেলেরা কোনার শরীফে আগুন জালিয়েছে সেই ভিডিও কেটে দিলেন কেন,1.0
2564,যথা সময়ে এগুলোর বিচার বাংলার মাটিতেই হবে অপেক্ষা কর আওয়ামীলীগ ,2.0
2565,সময় আর বেশী দিন নাই এই ইহুদি সরকার দের পতন ঘটবে,2.0
2566,হাসিনা মধ্য রাতের ভোট চোর রানী,1.0
2567,আওয়ামী লীগের কাছে ওর দাম নেই আছে শুধু চোরদের মূল্য  হায় আমিলীগ চোরের গোষ্ঠী,1.0
2568,পিলখানা হত্যাকাণ্ড না হলে মহান শেখ মজিবুর রহমান ও জিয়াউর রহমান এর মতই শেখ হাসিনাকে ও একই ভেবে হত্যা করা হতো  তাই এই নেক্কারজনক হত্যাকাণ্ড চালিয়েছিল শেখ হাসিনা,1.0
2569,সব হাচিনা মেরেচে হাচিনা আরমি সেনাবাহিনি বিডিআর মেরেচে হাচিনা খুনি,1.0
2570,রাজনীতিতে আসছো কয়দিন হয়েছে নমুনা শুরু করছোস,1.0
2571,তোর মত পাতিনেতা আমরা কুত্তার মতো পালি,1.0
2572,বাংলাদেশের আওয়ামী লীগ (ফেরাউন লীগ) যদি ক্ষমতাচ্যুত না হয় তাহলে বাংলাদেশ ভারতের অংশ হয়ে যাবে,2.0
2573,ভারত এত দি নে আসল অস্ত্র বের করা শুরু ক রে ছে পা কি রা যা বি কোথায়,2.0
2574,1971 রে ভারতের উচকানির মধ্যমে আমরা ভাই ভাই যুদ্ধে লিপ্ত হলাম,1.0
2575,এই জংলী প্রাণিটার নাম কিমাথায় আওয়ামি কাউয়ার বাসা,1.0
2576,শেখ হাসিনা কি বলছে সেটা নিয়ে মাথা না ঘামিয়ে নিজের কারাদন্ড নিয়ে মাথা ঘামা  হালা পাগল ,1.0
2577,জামায়াত শিবিরের বিএনপির উপর ভর করে চলে না  বাংলাদেশ জামায়াতে ইসলামী জিন্দাবাদ,0.0
2578,জামাতে ইসলামীকে যদি বিএনপি ছেড়ে দেয় তাহলে একদিন দেখা যাবে বিএনপি দল থাকবে না,0.0
2579,জামায়াত কে সবাই ব্যবহার করে স্বার্থ উদ্ধার করে ছুড়ে ফেলে দিয়েছে এটাই বাস্তবতা,0.0
2580,বিএনপির গ্রহণযোগ্যতা এতে বাড়বেতারেক জিয়ারে বাদ দিলে আরো বেশি বাড়বে,1.0
2581,জামায়াত বিএনপি ছেড়ে চলে গেছে বিএনপির মতো দল জামায়াত ছাড়া অচল শেখ মুজিবুর রহমানকে যদি হত্যা করা না হতো বিএনপির জন্ম হতো না বাংলার মাটিতে,1.0
2582,বিশেষ কোরে জামাতের অস্তিত্ব থাকতো না বিএনপি নামক দলটাও জন্ম হোতো না,1.0
2583,বি এন পি এখন সেটার দল ধন্যবাদ আওয়ামী লীগকে কুত্তার লেজ সোজা করে দিয়েছে ইতিহাস করেছেন,1.0
2584,কাদের মধ্যে রাজাকার বেশি তা মানুষ জেনে গেছেজামায়াতকে ছেড়ে দিলে বি এন পির মৃত্যু হতে পারে কারণ তারা আন্দোলন করতে জানে নাজামায়াত,1.0
2585,বিশাল বড় দল বছর এর নেত্রী পর বছর জেলে থাকে কিছু করতে পারেনি খালি মিডিয়ায় ভ্যা ভ্যা করে,1.0
2586,জামাতে ইসলামী বাংলাদেশের সবচেয়ে শক্তিশালী রাজনৈতিক দল,0.0
2587,জামায়াতের কিছুই হবে নাবিএনপিই শেষ হয়ে যাবে,1.0
2588,জামায়াত নয় ঐক্যফ্রন্ট ছাড়া উচিত বিএনপির,0.0
2589,বিএনপি যে এনালগ রয়ে গেল তা ক্যামেরার পজিশন দেখে নির্নয় করা যায়,1.0
2590,বি এন পি আর জামাত এরা আলাদা হয়ে নতুন কোন ফন্দি আটছে নিশ্চয়ই ,1.0
2591,আওয়ামী লীগ তো ধ্বংসের মুখে এখন বিএনপিও ধ্বংস হওয়ার জন্য জামাতে ইসলামীকে ছাড়ছে,1.0
2592,কয়লা ধুইলে যেমন ময়লা যায় না ঠিক রাজাকারের রক্ত জামায়াতে ইসলামী শরীরের মধ্যে একবার লেগেছে সেটা এত তাড়াতাড়ি মোছা যাবে না,1.0
2593,নির্বাচন কারচুপিহয়এতেজামাতবাদদিয়েকিলাভহবেএটাবিনপিরজন্যভুলহবেএখনভেবেদেখ,1.0
2594,জামাত ছারা মাঠের রাজনীতিতে এক মিনিট ও টিকতে পারবে না বিএনপি,1.0
2595,গত ১০ বছরে জামাত কি করছে দেশে জামাত নাই বললেই চলে,1.0
2596,যদি জামাত ছাড়ে তাহলে বিএনপি মাঠে পাওয়া যাবে না আর জামাত বরশা করে আল্লাহর উপর জামাত থাকবে ইনশো আল্লাহ,1.0
2597,বিএনপি জামাত কে ছারবে কি ছারবেনা তা নিয়ে এখন কথা কেন এখন তো সাবরিনা সাহেদ স্বাস্থ্য মন্তনালয় নিয়ে কথা এমন তো নয় যে এসব নিয়ে কথা বলে ঐ সব আড়াল করা হচেছ মনেহেয় যেন খালেদার দুর্নীতির অভিযানের ফলে খালেদার নির্দেশে সাব্রিনা সাহেদ গ্রেফতার হয়,1.0
2598,জামায়াত শিবিরের লোকজন শুধু মাত্র ইসলামের নাম বিক্রি করে খাও,1.0
2599,জামায়াত শিব্বির আওয়ামী লীগ থেকে ভাল এবং লক্ষ লক্ষ গুন দামী,0.0
2600,এই পর্যন্ত জামাতের কোন কাজে আসেনি বিএনপি আর আসবোনা জামাত একাই একশ ইনশাআল্লাহ,1.0
2601,একটা কথায় আছে না বৃক্ষ তোমার নাম কি ফলে তার পরিচয় সুতরাং বিএনপি যদি মনে করে জামায়াত ছাড়া তারা টিকতে পারবে ভালো জামায়াতকে ছেড়ে দিক কিন্তু এই জামাত ইসলাম বাংলাদেশ রাষ্ট্র একদিন চালাবে তাও বেশি দূরে নয়,1.0
2602,জামাতহীন বিএনপি ছাত্রলীগহীন আওয়ামীলীগের মতো,1.0
2603,তুমি বিএনপি কর বা না কর তোমার ইচছা আওয়ামীলীগ পিলখানা হত্যার খুনি একথা তোমাকে মানতে হবে,1.0
2604,বিএনপি মুক্তি যোদ্ধার দল ঠিক আছে কিন্তুু সাধিনতা বিরোধী দের সাথে নিয়ে তারা সে গর্ব কোরতে পারবে না জামাত দেশ বিরোধী ছিলো তারা এই দেশ চাইনি কাজেই তাদের ছারতে হবে,1.0
2605,সালাউদ্দিন কাদের হাসিনাকে বিয়ে করেনায় বলে ফাঁসি দিছে,1.0
2606,জানোয়ার বিএনপির ভিতর ও অনেক মুক্তি যোদ্ধা আছে কিন্তুু সে দলে তো মুক্তি যোদ্ধা আছে কিন্তুু দেশ বিরোধী দের সাথে নিয়ে তো তাদের মাথা নিচু হোয়ে যাচ্ছে,1.0
2607,জামাত ছাড়া বি এনপি ফলহীন বৃক্ষের মতো,1.0
2608,জামাত শিবিরের কোনো বেইল নাই,1.0
2609,যে দিন বি এনপি জামাতের সাথে জোট করেচিলো সেই দিন বি এনপি কে আমি ঘৃনা করি কারন এই দলটি বাংলাদেশ বিরুধী দল রাজাকার এবং এরা ইসলামের নাম করে নিজেদের কে রাজনিতী হিসাবে ব্যবহার করে আসছে,1.0
